,name,iata_code
2837,Kabwum,KBM
2838,Brigham City Regional Airport,BMC
2839,Monroe County Airport,BMG
2840,Central Illinois Regional Airport at Bloomington-Normal,BMI
2841,Berlin Regional Airport,BML
2842,Beaumont Municipal Airport,BMT
2843,Nashville International Airport,BNA
2844,Banning Municipal Airport,BNG
2845,Barnwell Regional Airport,BNL
2846,Burns Municipal Airport,BNO
2847,Boone Municipal Airport,BNW
2848,Boise Air Terminal/Gowen Field,BOI
2849,Logan International Airport,BOS
2850,Bartow Executive Airport,BOW
2851,Big Spring Mc Mahon-Wrinkle Airport,HCA
2852,Miley Memorial Field,BPI
2853,Ozark Regional Airport,WMH
2854,Jack Brooks Regional Airport,BPT
2855,Brunswick Golden Isles Airport,BQK
2856,Brainerd Lakes Regional Airport,BRD
2857,Southeast Iowa Regional Airport,BRL
2858,Brownsville South Padre Island International Airport,BRO
2859,Samuels Field,BRY
2860,Kaben Airport,KBT
2861,Skypark Airport,BTF
2862,Battle Creek Executive Airport at Kellogg Field,BTL
2863,Bert Mooney Airport,BTM
2864,Britton Municipal Airport,TTO
2865,Pittsburgh/Butler Regional Airport,BTP
2866,Baton Rouge Metropolitan Airport,BTR
2867,Burlington International Airport,BTV
2868,Beatty Airport,BTY
2869,Cram Field,BUB
2870,Buffalo Niagara International Airport,BUF
2871,Butler Memorial Airport,BUM
2872,Hollywood Burbank Airport,BUR
2873,Beaver County Airport,BFP
2874,Bartlesville Municipal Airport,BVO
2875,Skagit Regional Airport,MVW
2876,Batesville Regional Airport,BVX
2877,Beverly Regional Airport,BVY
2878,Brawley Municipal Airport,BWC
2879,Brownwood Regional Airport,BWD
2880,Bowling Green Warren County Regional Airport,BWG
2881,Baltimore/Washington International Thurgood Marshall Airport,BWI
2882,Harry Stern Airport,WAH
2883,Bowman Regional Airport,BWM
2884,George R Carr Memorial Air Field,BXA
2885,Buckeye Municipal Airport,BXK
2886,Johnson County Airport,BYG
2887,Arkansas International Airport,BYH
2888,Burley Municipal Airport,BYI
2889,Bicycle Lake Army Air Field,BYS
2890,Bay City Regional Airport,BBC
2891,Bozeman Yellowstone International Airport,BZN
2892,Grand Geneva Resort Airport,XES
2893,Plymouth Municipal Airport,PLY
2894,New Coalinga Municipal Airport,CLG
2895,Wexford County Airport,CAD
2896,Columbia Metropolitan Airport,CAE
2897,Craig Moffat Airport,CIG
2898,Akron Canton Regional Airport,CAK
2899,Clayton Municipal Airpark,CAO
2900,Caribou Municipal Airport,CAR
2901,Greater Cumberland Regional Airport,CBE
2902,Council Bluffs Municipal Airport,CBF
2903,Shalz Field,CBK
2904,Columbus Air Force Base,CBM
2905,Coffman Cove Seaplane Base,KCC
2906,Upland-Cable Airport,CCB
2907,Buchanan Field,CCR
2908,Northeast Iowa Regional Airport,CCY
2909,Caledonia County Airport,LLX
2910,Cedar City Regional Airport,CDC
2911,Harrell Field,CDH
2912,Woodward Field,CDN
2913,Chadron Municipal Airport,CDR
2914,Childress Municipal Airport,CDS
2915,Essex County Airport,CDW
2916,Cessna Aircraft Field,CEA
2917,Jack Mc Namara Field Airport,CEC
2918,Westover Metropolitan Airport / Westover Air Reserve Base,CEF
2919,Oconee County Regional Airport,CEU
2920,Mettel Field,CEV
2921,Bob Sikes Airport,CEW
2922,Murray-Calloway County Airport Kyle-Oakley Field,CEY
2923,Cortez Municipal Airport,CEZ
2924,Coulter Field,CFD
2925,Tuscola Area Airport,TZC
2926,Greenlee County Airport,CFT
2927,Coffeyville Municipal Airport,CFV
2928,Cambridge Dorchester Airport,CGE
2929,Cuyahoga County Airport,CGF
2930,Cape Girardeau Regional Airport,CGI
2931,College Park Airport,CGS
2932,Casa Grande Municipal Airport,CGZ
2933,Chattanooga Metropolitan Airport (Lovell Field),CHA
2934,Chickasha Municipal Airport,CHK
2935,Charlottesville Albemarle Airport,CHO
2936,Charleston International Airport,CHS
2937,Chico Regional Airport,CIC
2938,The Eastern Iowa Airport,CID
2939,Arthur N Neu Airport,CIN
2940,Cairo Regional Airport,CIR
2941,Chippewa County International Airport,CIU
2942,Kegelman AF Aux Field,CKA
2943,North Central West Virginia Airport,CKB
2944,Grand Marais Cook County Airport,GRM
2945,Fletcher Field,CKM
2946,Crookston Municipal Kirkwood Field,CKN
2947,Clarksville–Montgomery County Regional Airport,CKV
2948,Chignik Lagoon Airport,KCL
2949,Cleveland Hopkins International Airport,CLE
2950,Clintonville Municipal Airport,CLI
2951,Clinton Regional Airport,CLK
2952,Easterwood Field,CLL
2953,William R Fairchild International Airport,CLM
2954,Cliff Hatfield Memorial Airport,CLR
2955,Chehalis Centralia Airport,CLS
2956,Charlotte Douglas International Airport,CLT
2957,Clearwater Air Park,CLW
2958,John Glenn Columbus International Airport,CMH
2959,University of Illinois Willard Airport,CMI
2960,Houghton County Memorial Airport,CMX
2961,Sparta Fort McCoy Airport,CMY
2962,Chernofski Harbor Seaplane Base,KCN
2963,Claremont Municipal Airport,CNH
2964,Blosser Municipal Airport,CNK
2965,Cavern City Air Terminal,CNM
2966,Chino Airport,CNO
2967,Chanute Martin Johnson Airport,CNU
2968,TSTC Waco Airport,CNW
2969,Canyonlands Regional Airport,CNY
2970,Yellowstone Regional Airport,COD
2971,Coeur D'Alene Airport - Pappy Boyington Field,COE
2972,Patrick Space Force Base,COF
2973,Merritt Island Airport,COI
2974,Coleman Municipal Airport,COM
2975,Concord Municipal Airport,CON
2976,City of Colorado Springs Municipal Airport,COS
2977,Cotulla-La Salle County Airport,COT
2978,Columbia Regional Airport,COU
2979,Compton Woodley Airport,CPM
2980,Casper-Natrona County International Airport,CPR
2981,St Louis Downtown Airport,CPS
2982,Cheraw Municipal Airport/Lynch Bellinger Field,HCW
2983,Colorado Creek Airport,KCR
2984,Grand Strand Airport,CRE
2985,Jacksonville Executive at Craig Airport,CRG
2986,Corcoran Airport,CRO
2987,Corpus Christi International Airport,CRP
2988,McClellan-Palomar Airport,CLD
2989,C David Campbell Field Corsicana Municipal Airport,CRS
2990,Z M Jack Stell Field,CRT
2991,Yeager Airport,CRW
2992,Roscoe Turner Airport,CRX
2993,Columbus Metropolitan Airport,CSG
2994,Clinton Sherman Airport,CSM
2995,Creston Municipal Airport,CSQ
2996,Crossville Memorial Airport Whitson Field,CSV
2997,Cut Bank International Airport,CTB
2998,Cross City Airport,CTY
2999,Sampson County Airport,CTZ
3000,Jim Hamilton L.B. Owens Airport,CUB
3001,Cushing Municipal Airport,CUH
3002,Cincinnati Northern Kentucky International Airport,CVG
3003,Sharp County Regional Airport,CKK
3004,Clovis Municipal Airport,CVN
3005,Corvallis Municipal Airport,CVO
3006,Cannon Air Force Base,CVS
3007,Central Wisconsin Airport,CWA
3008,Kickapoo Downtown Airport,KIP
3009,Chennault International Airport,CWF
3010,Clinton Municipal Airport,CWI
3011,Calexico International Airport,CXL
3012,Conroe-North Houston Regional Airport,CXO
3013,Carson Airport,CSN
3014,Capital City Airport,HAR
3015,Cheyenne Regional Jerry Olson Field,CYS
3016,Dimmit County Airport,CZT
3017,Tioga Municipal Airport,VEX
3018,Davison Army Air Field,DAA
3019,Daytona Beach International Airport,DAB
3020,Barstow Daggett Airport,DAG
3021,Dallas Love Field,DAL
3022,Danville Regional Airport,DAN
3023,James M Cox Dayton International Airport,DAY
3024,W H 'Bud' Barron Airport,DBN
3025,Dubuque Regional Airport,DBQ
3026,Ronald Reagan Washington National Airport,DCA
3027,Pryor Field Regional Airport,DCU
3028,Dodge City Regional Airport,DDC
3029,Decatur Airport,DEC
3030,Decorah Municipal Airport,DEH
3031,Denver International Airport,DEN
3032,Coleman A. Young Municipal Airport,DET
3033,Defiance Memorial Airport,DFI
3034,Dallas Fort Worth International Airport,DFW
3035,Douglas Municipal Airport,DGL
3036,Converse County Airport,DGW
3037,Dothan Regional Airport,DHN
3038,Dalhart Municipal Airport,DHT
3039,Dickinson Theodore Roosevelt Regional Airport,DIK
3040,Chautauqua County-Dunkirk Airport,DKK
3041,Dillon County Airport,DLL
3042,Laughlin Air Force Base,DLF
3043,Duluth International Airport,DLH
3044,Dillon Airport,DLN
3045,Columbia Gorge Regional Airport,DLS
3046,Davis Monthan Air Force Base,DMA
3047,Deming Municipal Airport,DMN
3048,Sedalia Memorial Airport,DMO
3049,Daniel Field,DNL
3050,Dalton Municipal Airport,DNN
3051,Denison Municipal Airport,DNS
3052,Vermilion Regional Airport,DNV
3053,Dover Air Force Base,DOV
3054,Kandep Airport,KDP
3055,Dupage Airport,DPA
3056,Michael AAF (Dugway Proving Ground) Airport,DPG
3057,Kamberatoro Airport,KDQ
3058,Desert Rock Airport,DRA
3059,Beauregard Regional Airport,DRI
3060,Drummond Island Airport,DRE
3061,Durango La Plata County Airport,DRO
3062,Del Rio International Airport,DRT
3063,Kamaran Downs Airport,KDS
3064,Des Moines International Airport,DSM
3065,Dansville Municipal Airport,DSV
3066,Delta Municipal Airport,DTA
3067,Detroit Lakes Airport,DTL
3068,Shreveport Downtown Airport,DTN
3069,Destin Executive Airport,DSI
3070,Detroit Metropolitan Wayne County Airport,DTW
3071,Durant Regional Airport - Eaker Field,DUA
3072,Halliburton Field,DUC
3073,Bisbee Douglas International Airport,DUG
3074,DuBois Regional Airport,DUJ
3075,Devils Lake Regional Airport,DVL
3076,Davenport Municipal Airport,DVN
3077,Marin County Airport - Gnoss Field,NOT
3078,Slayton Municipal Airport,NSL
3079,Phoenix Deer Valley Airport,DVT
3080,Victoria Reservoir Seaplane Base,KDW
3081,David Wayne Hooks Memorial Airport,DWH
3082,Danbury Municipal Airport,DXR
3083,Doylestown Airport,DYL
3084,Dyess Air Force Base,DYS
3085,Polgolla Reservoir Seaplane Base,KDZ
3086,Lake Baringo (Kampi Ya Samaki) Airport,LBN
3087,Vipingo Estate Airport,VPG
3088,Kichwa Tembo Airport,KTJ
3089,Ol Seki Airstrip,OSJ
3090,Olare Orok Airfield,OLG
3091,Mara North Conservancy Airstrip,HKR
3092,Angama Airport,ANA
3093,Musiara Airstrip,MDR
3094,Olkiombo Airport,OLX
3095,Kerio Valley Airport,KRV
3096,Kiunga Airport,KIU
3097,Liboi Airport,LBK
3098,Lake Rudolf Airport,LKU
3099,Mumias Airport,MUM
3100,Roy Hurd Memorial Airport,MIF
3101,Crane County Airport,CCG
3102,Ohkay Owingeh Airport,ESO
3103,Whiteriver Airport,WTR
3104,Alpine Casparis Municipal Airport,ALE
3105,Bagdad Airport,BGT
3106,Phifer Airfield,EAN
3107,Kearney Regional Airport,EAR
3108,Pangborn Memorial Airport,EAT
3109,Chippewa Valley Regional Airport,EAU
3110,Nanwalek Airport,KEB
3111,Webster City Municipal Airport,EBS
3112,Elizabeth City Regional Airport & Coast Guard Air Station,ECG
3113,Northwest Florida Beaches International Airport,ECP
3114,Mondell Field,ECS
3115,Northeastern Regional Airport,EDE
3116,Enterprise Municipal Airport,ETS
3117,Edwards Air Force Base,EDW
3118,Needles Airport,EED
3119,Dillant Hopkins Airport,EEN
3120,Ellington Airport,EFD
3121,Northeast Kingdom International Airport,EFK
3122,Jefferson Municipal Airport,EFW
3123,Keglsugl Airport,KEG
3124,Eagle County Regional Airport,EGE
3125,Duke Field,EGI
3126,Eagle River Union Airport,EGV
3127,Ekwok Airport,KEK
3128,Murray Field,EKA
3129,Elkhart Municipal Airport,EKI
3130,Elkins-Randolph County Regional Airport,EKN
3131,Elko Regional Airport,EKO
3132,Addington Field / Elizabethtown Regional Airport,EKX
3133,Eagle Lake Airport,ELA
3134,South Arkansas Regional Airport at Goodwin Field,ELD
3135,Elk City Regional Business Airport,ELK
3136,Elmira Corning Regional Airport,ELM
3137,Bowers Field,ELN
3138,Ely Municipal Airport,LYU
3139,El Paso International Airport,ELP
3140,Ely Airport Yelland Field,ELY
3141,Wellsville Municipal Airport - Tarantine Field,ELZ
3142,Kemmerer Municipal Airport,EMM
3143,Emporia Municipal Airport,EMP
3144,San Gabriel Valley Airport,EMT
3145,Vance Air Force Base,END
3146,Centralia Municipal Airport,ENL
3147,Wendover Airport,ENV
3148,Kenosha Regional Airport,ENW
3149,Keokuk Municipal Airport,EOK
3150,Neosho Hugh Robinson Airport,EOS
3151,Ephrata Municipal Airport,EPH
3152,Captain Jack Thomas El Dorado Airport,EDK
3153,Erie International Tom Ridge Field,ERI
3154,Errol Airport,ERR
3155,Kerrville / Kerr County Airport at Louis Schreiner Field,ERV
3156,Delta County Airport,ESC
3157,Esler Army Airfield / Esler Regional Airport,ESF
3158,Easton Airport / Newnam Field,ESN
3159,Estherville Municipal Airport,EST
3160,Easton State Airport,ESW
3161,West Bend Municipal Airport,ETB
3162,Eastland Municipal Airport,ETN
3163,Weedon Field,EUF
3164,Mahlon Sweet Field,EUG
3165,Eveleth–Virginia Municipal Airport,EVM
3166,Evansville Regional Airport,EVV
3167,Evanston-Uinta County Airport-Burns Field,EVW
3168,New Bedford Regional Airport,EWB
3169,Newton City-County Airport,EWK
3170,Coastal Carolina Regional Airport,EWN
3171,Newark Liberty International Airport,EWR
3172,Kanabea Airport,KEX
3173,Key West International Airport,EYW
3174,Kelani-Peliyagoda Seaplane Base,KEZ
3175,Wilbarger County Airport,WIB
3176,French Valley Airport,RBK
3177,Felker Army Air Field,FAF
3178,Farmington Regional Airport,FAM
3179,Hector International Airport,FAR
3180,Fresno Yosemite International Airport,FAT
3181,Fayetteville Regional Airport - Grannis Field,FAY
3182,Simmons Army Air Field,FBG
3183,Faribault Municipal Airport-Liz Wall Strohfus Field,FBL
3184,Fort Bridger Airport,FBR
3185,Fairbury Municipal Airport,FBY
3186,Fresno Chandler Executive Airport,FCH
3187,Flying Cloud Airport,FCM
3188,Butts AAF (Fort Carson) Air Field,FCS
3189,Forrest City Municipal Airport,FCY
3190,Frederick Municipal Airport,FDK
3191,Frederick Regional Airport,FDR
3192,Findlay Airport,FDY
3193,Albertus Airport,FEP
3194,Fremont Municipal Airport,FET
3195,First Flight Airport,FFA
3196,Fairfield Municipal Airport,FFL
3197,Fergus Falls Municipal Airport - Einar Mickelson Field,FFM
3198,Wright-Patterson Air Force Base,FFO
3199,Capital City Airport,FFT
3200,Falcon Field,MSC
3201,Friday Harbor Airport,FRD
3202,Sierra Vista Municipal Airport / Libby Army Air Field,FHU
3203,Venango Regional Airport,FKL
3204,Franklin Regional Airport,FKN
3205,Fond du Lac County Airport,FLD
3206,Flagstaff Pulliam International Airport,FLG
3207,Fort Lauderdale Hollywood International Airport,FLL
3208,Florence Regional Airport,FLO
3209,Marion County Regional Airport,FLP
3210,Sherman Army Air Field,FLV
3211,Fallon Municipal Airport,FLX
3212,Tipton Airport,FME
3213,Cape Cod Coast Guard Air Station,FMH
3214,Four Corners Regional Airport,FMN
3215,Page Field,FMY
3216,Northern Colorado Regional Airport,FNL
3217,Bishop International Airport,FNT
3218,Fort Dodge Regional Airport,FOD
3219,Topeka Regional Airport,FOE
3220,Francis S Gabreski Airport,FOK
3221,Fillmore Municipal Airport,FIL
3222,St Lucie County International Airport,FPR
3223,Republic Airport,FRG
3224,French Lick Municipal Airport,FRH
3225,Marshall Army Air Field,FRI
3226,Fairmont Municipal Airport,FRM
3227,Front Royal Warren County Airport,FRR
3228,Sioux Falls Regional Airport / Joe Foss Field,FSD
3229,Henry Post Army Air Field,FSI
3230,Fort Scott Municipal Airport,FSK
3231,Fort Smith Regional Airport,FSM
3232,Fort Stockton Pecos County Airport,FST
3233,Fort Sumner Municipal Airport,FSU
3234,Fort Madison Municipal Airport,FMS
3235,Godman Army Air Field,FTK
3236,Fort Worth Meacham International Airport,FTW
3237,Fulton County Airport Brown Field,FTY
3238,Fullerton Municipal Airport,FUL
3239,Northern Aroostook Regional Airport,WFK
3240,Fort Wayne International Airport,FWA
3241,Fort Lauderdale Executive Airport,FXE
3242,Forest City Municipal Airport,FXY
3243,Fayetteville Municipal Airport,FYM
3244,Drake Field,FYV
3245,Northeast Alabama Regional Airport,GAD
3246,Gage Heibeck Airport,GAG
3247,Montgomery County Airpark,GAI
3248,Great Bend Municipal Airport,GBD
3249,Galesburg Municipal Airport,GBG
3250,Walter J. Koladza Airport,GBR
3251,Northeast Wyoming Regional Airport,GCC
3252,Grant County Regional Airport / Ogilvie Field,JDA
3253,Garden City Regional Airport,GCK
3254,Grand Canyon National Park Airport,GCN
3255,Greeneville Municipal Airport,GCY
3256,Gardner Municipal Airport,GDM
3257,Dawson Community Airport,GDV
3258,Gladwin Zettel Memorial Airport,GDW
3259,Delaware Coastal Airport,GED
3260,Spokane International Airport,GEG
3261,South Big Horn County Airport,GEY
3262,Malmstrom Air Force Base,GFA
3263,Grand Forks International Airport,GFK
3264,Floyd Bennett Memorial Airport,GFL
3265,Georgetown County Airport,GGE
3266,East Texas Regional Airport,GGG
3267,Glasgow Valley County Airport Wokal Field,GGW
3268,Centerville Municipal Airport,GHM
3269,Winter Haven Regional Airport - Gilbert Field,GIF
3270,Grand Junction Regional Airport,GJT
3271,Port Meadville Airport,MEJ
3272,Gatlinburg-Pigeon Forge Airport,GKT
3273,Goodland Municipal Airport,GLD
3274,Gainesville Municipal Airport,GLE
3275,Mid Delta Regional Airport,GLH
3276,Gaylord Regional Airport,GLR
3277,Scholes International At Galveston Airport,GLS
3278,Glasgow Municipal Airport,GLW
3279,Greenville Downtown Airport,GMU
3280,Gooding Municipal Airport,GNG
3281,Grants-Milan Municipal Airport,GNT
3282,Gainesville Regional Airport,GNV
3283,Guthrie-Edmond Regional Airport,GOK
3284,Groton New London Airport,GON
3285,Glacier Park International Airport,FCA
3286,Gulfport Biloxi International Airport,GPT
3287,Grand Rapids Itasca Co-Gordon Newstrom field,GPZ
3288,Galion Municipal Airport,GQQ
3289,Austin Straubel International Airport,GRB
3290,Greenwood County Airport,GRD
3291,Greenville Airport,GRE
3292,Gray Army Air Field,GRF
3293,Central Nebraska Regional Airport,GRI
3294,Killeen Regional Airport / Robert Gray Army Airfield,GRK
3295,Gordon Municipal Airport,GRN
3296,Gerald R. Ford International Airport,GRR
3297,Seymour Johnson Air Force Base,GSB
3298,Goshen Municipal Airport,GSH
3299,Piedmont Triad International Airport,GSO
3300,Greenville Spartanburg International Airport,GSP
3301,Great Falls International Airport,GTF
3302,Grantsburg Municipal Airport,GTG
3303,Golden Triangle Regional Airport,GTR
3304,Gunnison Crested Butte Regional Airport,GUC
3305,Gallup Municipal Airport,GUP
3306,Grissom Air Reserve Base,GUS
3307,Guymon Municipal Airport,GUY
3308,Lee Gilmer Memorial Airport,GVL
3309,Majors Airport,GVT
3310,Kagi Airport,KGW
3311,Greenwood–Leflore Airport,GWO
3312,Glenwood Springs Municipal Airport,GWS
3313,Grayling Airport,KGX
3314,Greeley–Weld County Airport,GXY
3315,Donaldson Field Airport,GDC
3316,North Texas Regional Airport Perrin Field,PNX
3317,Phoenix Goodyear Airport,GYR
3318,Gary Chicago International Airport,GYY
3319,Glacier Creek Airport,KGZ
3320,Dara Sakor International Airport,DSY
3321,Marion County Rankin Fite Airport,HAB
3322,Half Moon Bay Airport,HAF
3323,Three Rivers Municipal Dr Haines Airport,HAI
3324,Butler Co Regional Airport - Hogan Field,HAO
3325,Hattiesburg Bobby L Chain Municipal Airport,HBG
3326,Hobart Regional Airport,HBR
3327,Brewster Field,HDE
3328,Yampa Valley Airport,HDN
3329,Thompson-Robbins Airport,HEE
3330,Manassas Regional Airport/Harry P. Davis Field,MNZ
3331,Natchez–Adams County Airport / Hardy-Anders Field,HEZ
3332,Hartford Brainard Airport,HFD
3333,Mackall Army Air Field,HFF
3334,Hagerstown Regional Richard A Henson Field,HGR
3335,Jack Northrop Field Hawthorne Municipal Airport,HHR
3336,Stan Stamper Municipal Airport,HUJ
3337,Range Regional Airport,HIB
3338,Mount Washington Regional Airport,HIE
3339,Hill Air Force Base,HIF
3340,Lake Havasu City International Airport,HII
3341,Portland Hillsboro Airport,HIO
3342,Blytheville Municipal Airport,HKA
3343,Hawkins Field,HKS
3344,Hickory Regional Airport,HKY
3345,Batesville Airport,HLB
3346,Hill City Municipal Airport,HLC
3347,Wheeling Ohio County Airport,HLG
3348,Park Township Airport,HLM
3349,Helena Regional Airport,HLN
3350,Hood Army Air Field,HLR
3351,Holloman Air Force Base,HMN
3352,Hemet Ryan Airport,HMT
3353,Huntingburg Airport,HNB
3354,Henderson Executive Airport,HSH
3355,Lea County Regional Airport,HOB
3356,Huron Regional Airport,HON
3357,Campbell Army Airfield (Fort Campbell),HOP
3358,Memorial Field Airport,HOT
3359,William P Hobby Airport,HOU
3360,Westchester County Airport,HPN
3361,Hampton Municipal Airport,HPT
3362,Baytown Airport,HPY
3363,Bowerman Airport,HQM
3364,Hermiston Municipal Airport,HES
3365,Valley International Airport,HRL
3366,Boone County Airport,HRO
3367,Harrisburg-Raleigh Airport,HSB
3368,Billy Mitchell Airport,HNC
3369,Hot Springs County Airport,THP
3370,Hastings Municipal Airport,HSI
3371,Ingalls Field,HSP
3372,Homestead ARB Airport,HST
3373,Huntsville International Carl T Jones Field,HSV
3374,Hawthorne Industrial Airport,HTH
3375,Roscommon County - Blodgett Memorial Airport,HTL
3376,Town of East Hampton Airport,HTO
3377,Tri-State Airport / Milton J. Ferguson Field,HTS
3378,Lawrence County Airpark,HTW
3379,Redstone Army Air Field,HUA
3380,"Terre Haute Regional Airport, Hulman Field",HUF
3381,Houlton International Airport,HUL
3382,Houma Terrebonne Airport,HUM
3383,Hutchinson Municipal Airport,HUT
3384,Hanksville Airport,HVE
3385,Tweed New Haven Airport,HVN
3386,Havre City County Airport,HVR
